id,property_id,property_name,city,province,area,state,address,room_count,room_type, tad_review_rating
"3149","1359750","Tulip Residency","Dibrugarh","Dibrugarh","'Dibrugarh Town Railway Station'","Assam","Thana Chariali , Near Over Bridge","0","Deluxe","0"
"3150","868512","Suncity Resort- Lataguri","Dooars","Dooars","'Gorumara National Park'","WestBengal","Near Gorumara National Park, Opposite Lataguri Station, Dooars","0","Deluxe Room AC","3.8"
"3151","740533","Hotel Banerjee Inn-City Centre","Durgapur","Durgapur","'City Centre'","WestBengal","3601, Satyajit Roy Path, City Centre","40","Deluxe Room","4"
"3152","384633","Hotel Relax inn","Diu","Diu","'Bunder Chowk'","DamanandDiu","BUNDER ROAD, DIU - 362520","0","SEA FACE SUPERIOR with BALCONY","0"
"3153","388122","Hotel Skylark","Dharamshala","Dharamshala","'Bhagsunag'","HimachalPradesh","Bhagsu, Mcleodganj,","15","Super Deluxe Room","3"
"3154","378124","Hotel Shiv Regency","Gandhidham","Gandhidham","'Gandhidham'","Gujarat","360,Ward 12/B Gandhidam (Kutch)370201","34","Regency Club","4"
"3155","386334","Hotel The Grand Pritam- TGP","Gandhinagar","Gandhinagar","'Airport Gandhi Nagar Highway.'","Gujarat","C-Block,Rain-Forest-2, Near Infocity, Air Port Road, Opp-Swaminarayan-Dham,","0","Deluxe Room","2.5"
"3156","309860","Summit Ttakshang Spa Residency Hotel","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Near M.G. Marg, Kazi Road,","26","Suite Room","4"
"3157","40482","The Golden Crown Hotel & Spa","Goa","Goa","'Colva Beach-South Goa'","Goa","Beach Road, 4th Ward, Colva Salcette","50","Deluxe Room","3.5"
"3158","1328890","OYO Rooms Pacific Mall","Ghaziabad","Ghaziabad","'East Delhi-Kaushambi'","UttarPradesh","KA-74, Opp Kaushambi Metro Station Kaushambi","15","Standard Room AC","4.7"
"3159","1359012","Samdupling Guest House","Dharamshala","Dharamshala","'Norbulingka'","HimachalPradesh","Himalayan Brothers,Near Norbulingka, V.P.O. Sidhpur,Dharmshala,Kangra,H.P.176057","0","Single Bedded","0"
"3160","1347702","OYO Rooms MG Marg Gangtok","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Near MG MargTibet Road Gangtok","15","Standard Room Non AC","4.7"
"3161","744216","Hotel Paviesh Park","Erode","Erode","'Near Bus Terminus'","TamilNadu","SALEM NH BY - PASS ROAD, LAKSHMI NAGAR, BHAVANI","25","Premium Room","4"
"3162","719124","Hotel Rajhans Surajkund","Faridabad","Faridabad","'Surajkund'","Haryana","Suraj Kund, Faridabad","76","Kurukshetra Suite","3"
"3163","375111","Palolem Guest House","Goa","Goa","'Palolem Beach-South Goa'","Goa","PALOLEM GUEST HOUSE OUREM, PALOLEM, CANACONA GOA, INDIA","25","Superior A/c Room","4"
"3164","720472","Hotel Deep Residency","Gangtok","Gangtok","'Deorali'","Sikkim","NH-31A, Near Private Taxi Stand, Gangtok","18","Standard Room","3.5"
"3165","380369","Hotel Aarti International","Gandhidham","Gandhidham","'Sector- 9'","Gujarat","Plot No- 42, Sector- 9,, Neelkanth Chambers, Gandhidham, GJ 370201 02836 223301","0","Executive Deluxe","4"
"3166","353162","Falcon Resort","Goa","Goa","'Calangute Beach-North Goa'","Goa","Naikawaddo, Calangute, Goa 403516","40","Conventional Room","3"
"3167","383639","Pebbles Guest House","Goa","Goa","'Anjuna Beach-North Goa'","Goa","Piqueno Peddem, Flea Market Road","11","A.c","4"
"3168","722925","KS8 Guest House","Goa","Goa","'Anjuna Beach-North Goa'","Goa","Hse. No 1257 Gaum Waddi Opp St. John's Chapel Anjuna 403509","0","Ac Deluxe","3.8"
"3169","388076","Hotel Shikhar","Dharamshala","Dharamshala","'Naddi Village'","HimachalPradesh","Naddi (Talnu), Upper Dharamshala, Himachal Pradesh","16","Super Deluxe Rooms","4"
"3170","718330","Coast Ecotel","Diveagar","Diveagar","'Diveagar Beach'","Maharashtra","At post Diveagar, Tal. Shriwardhan, Diveagar, Dist. Raigad","11","AC Deluxe Room","4"
"3171","956462","OYO Premium Faridabad","Faridabad","Faridabad","'Neelam Bata Road'","Haryana","A 5/B Neelam Bata Road, NIT Faridabad","15","Standard Room AC","4.5"
"3172","311900","Hotel Seagull","Goa","Goa","'Calangute Beach-North Goa'","Goa","1/239-D, Holiday Street, Gaura Vaddo, Calangute, Bardez","12","Deluxe A.c","4.5"
"3173","707735","Hotel Moonwalk Residency","Dharamshala","Dharamshala","'Mcleodganj Mall'","HimachalPradesh","Jogiwara Road, Mcleodganj, Dharamshala, Distt. Kangra, Himachal","0","Super Deluxe Room Only","0"
"3174","708007","Mike's Place","Goa","Goa","'Cavelossim Beach-South Goa'","Goa","Opp: Dona Sylvia Resort, Cavelossim, Goa, India","15","Standard Room","4"
"3175","379784","The Pentacon Resort","Goa","Goa","'South Goa Vicinity'","Goa","Rajbag Beach, Canacona","36","Standard Double Room","3.5"
"3176","1352712","Royal Woods","Goa","Goa","'Calangute Beach-North Goa'","Goa","Holiday Street , Opp Calangute Mall Calangute Goa 403702","0","Imperium Room with Balcony","0"
"3177","724820","Sunny Guest House","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Near Old Private Bus Stand, NH-31 A","0","Standard Room(Below Road Level,Ground Floor)","0"
"3178","746020","Hotel Theja Fort","Dimapur","Dimapur","'Near Railway Station'","Nagaland","Near Public College of Commerce, Station Road","38","Deluxe Room","3"
"3179","1358440","Dhauladhar Heights","Dharamshala","Dharamshala",,"HimachalPradesh","MDR45, Sudher, Dharamshala, Himachal Pradesh","0",,"0"
"3180","709166","Prathamesh Holiday Home","Diveagar","Diveagar","'Shivaji Chowk'","Maharashtra","Prathamesh holiday Homes Next to Shivaji chawk, DipStambh Pakhadi Talani road, At post DiveAgar Tal Shrivardhan, Dist. Raigad Maharashtra","22","Deluxe AC Room","3.5"
"3181","715033","Hotel Le Jardin","Erode","Erode","'Near Bus Terminus'","TamilNadu","126, V.O.C Park Approach Road","55","Standard Room","3"
"3182","282923","San Joao Holiday Homes","Goa","Goa","'South Goa Vicinity'","Goa","Near Holy Trinity Church, Mazilvaddo, Benaulim, Salcete","0","Two Bedroom Apartment Pool View","0"
"3183","1356096","Ocean Myst Face 2","Goa","Goa","'Bogmalo'","Goa","Queeny Nagar, Velsao, Vasco","10","2 Bed Room","4.9"
"3184","306960","Bamboo Grove Retreat","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Gyatseling, Kazi Road","19","Deluxe Room","4.5"
"3185","708947","Sky Heaven Resort","Dharamshala","Dharamshala","'Bhagsunag'","HimachalPradesh","Bhagsu nag, near Mcleodganj","18","Super Deluxe","3.5"
"3186","1346330","OYO Premium River View Chamunda Temple","Dharamshala","Dharamshala","'Chamunda Devi'","HimachalPradesh","Vatika Resorts (Dharamshala) Chamunda Road","15","Premium Room","2.8"
"3187","381290","The Chumbi Residency","Gangtok","Gangtok","'Central Gangtok'","Sikkim","TIBET ROAD","26","Rose Deluxe","3.5"
"3188","718044","Amoura Beach Resort","Goa","Goa","'Baga Beach-North Goa'","Goa","7/138, La Calypso Lane, Saunta Vaddo Baga Bardez, Goa","14","Deluxe A/c Room","4"
"3189","708266","The Golden Suites & Spa","Goa","Goa","'Calangute Beach-North Goa'","Goa","No:2/250 B, Calangute-Mapusa Road, Opposite Saldanha Kiran Appartments,Next To St. Alex Church, Naika Vaddo, Calangute","20","Deluxe Room","3.5"
"3190","722827","Sonotel Hotel","Dhanbad","Dhanbad","'Bank More'","Jharkhand","Ozone Galleria Mall, Floor 5, Saraidhela,","56","Club","4.5"
"3191","383451","The Sikkim Retreat","Gangtok","Gangtok","'Paljor Stadium Road'","Sikkim","Dr.B R Ambedkar Marg, Gangtok 737101, India","25","Sikkim Comfort","4"
"3192","334000","Royal Phoenix Inn","Goa","Goa","'Panjim'","Goa","93, Nanu Tarkar Pednekar Road, Mala, Fontainhas, Panaji, Goa","5","Deluxe Room AC","3.5"
"3193","869422","La Fontana","Goa","Goa","'Calangute Beach-North Goa'","Goa","Saunta Vaddo, Near Tito Baga, Calangute","10","AC Room","3.5"
"3194","841074","Hotel Grand Plaza","Goa","Goa","'Morjim Beach-North Goa'","Goa","Little Morjim Road, Morjim Beach, Pernem, Vithaldas Vaddo, Morjim","20","Deluxe Room AC","4.6"
"3195","745314","Hotel Tarayana","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Tibet Road,","19","Standard Room Non AC","4"
"3196","42034","Hotel Solmar Exotica","Goa","Goa","'Panjim'","Goa","Behind Mandovi Clinic","38","Non A.c Double","2.5"
"3197","1327456","OYO Premium Dabolim Airport","Goa","Goa","'South Goa Vicinity'","Goa","Hotel Supreme, Opp Damodar temple Swatantra Path, Vasco Da Gama","15","Standard Room AC","4.9"
"3198","313805","Fortune Inn Haveli Gandhinagar","Gandhinagar","Gandhinagar","'Sector 11'","Gujarat","Plot No. 235, Sector - 11","84","Fortune Club","4"
"3199","42025","Aguada Anchorage - The Villa Resort","Goa","Goa","'Candolim Beach-North Goa'","Goa","Near Fort Aguada, Sinquerim, Bardez Goa","0","Three Bedroom Premium Pool View Villa","0"
"3200","778290","Hotel Crown Plaza","Dhanaulti","Dhanaulti","'Mussoorie-Chamba Highway'","Uttaranchal","Mussoorie- Chamba Road, Mussoorie-Chamba Highway,","14","Standard Room Non AC","3"
"3201","1330478","OYO Rooms Calangute Dr Alfonso Road","Goa","Goa","'Calangute Beach-North Goa'","Goa","H. No. 933, Tivai Vaddo Behind Dr. Afonso\'s Res. Calangute, Bardez - Goa India - 403516 Goa","15","Standard Room AC","4.7"
"3202","1337740","OYO Rooms Calangute Old Tarcar Ice Factory","Goa","Goa","'Calangute Beach-North Goa'","Goa","Daffodils, H No. 1/339, Lane opposite Old Tarcar Ice factory Gauro Vaddo West, Calangute, Bardez","0","Standard Room AC","2.4"
"3203","725542","Hotel Green Retreat","Gangtok","Gangtok","'Deorali'","Sikkim","Middle Sichey, Indira Bypass, Near Sichey Petrol Pump","20","Standard","3"
"3204","715120","Resort Murti","Dooars","Dooars","'Murti'","WestBengal","Murti Beat, Uttar Dhupjhora, Batabari, Dist.: Jalpaiguri,","16","Deluxe","3.5"
"3205","707808","Seven Seas Lodge","Dharamshala","Dharamshala","'Mcleodganj Mall'","HimachalPradesh","Bhagsunag, Mcleodganj","12","Deluxe Room","3"
"3206","335262","Hotel Juniper Tree","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Church Road, Rai Cottage (Near Pelling Taxi Stand), Gangtok, Sikkim","15","Executive Room","4.5"
"3207","744564","Royal Mirage Boutique Resort, Morjim","Goa","Goa","'Morjim Beach-North Goa'","Goa","Ashvem-Morjim Road, Newvado, Behind Republica Club Morjim 403512","9","Deluxe Room","5"
"3208","1326414","Treebo Turtle Beach Resort","Goa","Goa","'Morjim Beach-North Goa'","Goa","H. No. 1435, Kannaikwada, Morjim, Goa","83","Standard Room AC","4"
"3209","732012","Turkish Cottage","Dharamshala","Dharamshala","'Bhagsunag'","HimachalPradesh","Bhagsu nag,Dharamshala","12","Deluxe Room","4"
"3210","1339764","Hotel Midway Residency","Gandhinagar","Gandhinagar","'Infocity'","Gujarat","3rd floor, above Belleza salon, behind subway GH -0 Infocity","18","Deluxe A/C","5"
"3211","1325784","OYO Villas Morjim Beach 2BHK","Goa","Goa","'Morjim Beach-North Goa'","Goa","Morjim Hermitage Villas, House No 1401Temb Vaddo, Morjim, Perneai","0","Standard Room AC","0"
"3212","1323702","Vista Rooms at Calangute Circle","Goa","Goa","'Calangute Beach-North Goa'","Goa","Dongarpur, Behind village royal, Near Dolfin Circle, Calangute Bardez, Goa, Calangute","11","Standard Room","4.5"
"3213","868564","Park Prime Durgapur","Durgapur","Durgapur","'GT Road'","WestBengal","Shahid Khudiram Sarani, Near City Centre,","25","Single A.C Room","3.1"
"3214","712578","Hotel View Side","Gangtok","Gangtok","'Paljor Stadium Road'","Sikkim","Nr Janata Bhavan, D. P.H. Road","16","Deluxe","4.5"
"3215","384893","The Fern Greenleaf Resort","Ganpatipule","Ganpatipule","'Ganpatipule'","Maharashtra","Plot no.46, Ram Road , Beside Advait petrol pump","70","Wintergreen Room","4"
"3216","327417","The International Centre Goa","Goa","Goa","'Dona Paula-North Goa'","Goa","The International Centre Goa| Goa University Road, Panjim, Dona Paula Post office","42","Standard Double Room","4"
"3217","869830","Al-Zaiqa","Durg","Durg","'Durg Railway Station'","Chhattisgarh","Opp railway stn , Durg","12","Standard Room AC","4.5"
"3218","1328178","OYO Premium Candolim Holiday Village","Goa","Goa","'Candolim Beach-North Goa'","Goa","Silver Sands Holiday Village, Murodd Waddo Candolim Beach","15","Standard Room AC","4.5"
"3219","166134","Casa Paradiso","Goa","Goa","'Panjim'","Goa","Ganekar Building,Jose Falcao Road,, Behind Old Secretariat","19","Deluxe Triple Room","3"
"3220","707737","Hotel Middle Town","Gandhinagar","Gandhinagar","'Pramukh Arcade'","Gujarat","Pramukh Arcade, Nr. Inforcity, Reliance Cross Road, Kudasan","22","Deluxe Non AC Room","4"
"3221","381292","The Sidlon Residency","Gangtok","Gangtok","'Chandmari'","Sikkim","G N ROAD (BELOW-MINTOKGANG),GANGTOK,SIKKIM-737101,INDIA","22","Deluxe","4"
"3222","957202","OYO Rooms Snow View","Dharamshala","Dharamshala","'Mcleodganj Mall'","HimachalPradesh","The Castle , Bhagsunag, Mcleod-Ganj","15","Standard Room Non AC","4"
"3223","1336872","OYO Rooms Bhagsu Temple","Dharamshala","Dharamshala","'Mcleodganj'","HimachalPradesh","Morainic Hills, VPO Bhagsunag BHAGSU ROAD Mcleod-Ganj","15","Standard Room","2.6"
"3224","714023","Sukhim Guest House","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Nam Nang Rd, Vishal Gaon","9","Double Bed Room","2"
"3225","708030","Farmagudi Residency","Goa","Goa","'South Goa Vicinity'","Goa","Farmagudi Hill Retreat, Ponda 403401","4","Standard Room AC","3"
"3226","388037","Pause Dwelling Guest house","Dharamshala","Dharamshala","'Mcleodganj Mall'","HimachalPradesh","Mcleodganj, below Buddhist temple, Dharamsala","15","Standard","3"
"3227","723350","Hotel Zaayka","Durgapur","Durgapur","'Bidhan Nagar'","WestBengal","A1/ 23 SSB Sarani, Pump House, BIndhan Nagar Main road.","8","Single Non AC","4.2"
"3228","320893","Hotel AT Residency","Ghaziabad","Ghaziabad","'East Delhi-Kaushambi'","UttarPradesh","D-75, Kaushambi, Near Kaushambhi Metro Station","26","Deluxe Room","3"
"3229","327343","Rousha Inn","Ghaziabad","Ghaziabad","'East Delhi-Kaushambi'","UttarPradesh","D-81, Kaushambi Metro Station, Near Anand Vihar ISBT","38","Superior Room","4"
"3230","42022","Baywatch Resort","Goa","Goa","'Colva Beach-South Goa'","Goa","Sernabatim Beach Road, Colva","90","Deluxe Room","4"
"3231","42074","Royal Mirage Beach Resort, Candolim","Goa","Goa","'Candolim Beach-North Goa'","Goa","Near Victor Exotica, Off Fort Aquada Road","45","Superior Room","3"
"3232","1337946","OYO Premium Morjim Beach Road","Goa","Goa","'Morjim Beach-North Goa'","Goa","Little Morjim Road, Vithaldas Vaddo, Morjim Beach Pernem","0","Standard Room AC","3.8"
"3233","332858","Nagoa Grande","Goa","Goa","'Arpora-North Goa'","Goa","No - 18/1, Nagoa, Arpora, Bardez","65","Superior Room","3.5"
"3234","714304","Inn Anjuna","Goa","Goa","'Anjuna Beach-North Goa'","Goa","Near Curlie's Shack, South Anjuna Beach, Anjuna, 403509","0","Standard Non A/C Room","0"
"3235","1355812","Mcleodganj Homestay","Dharamshala","Dharamshala","'Dharamkot'","HimachalPradesh","Opposite Tibetan institute of performing arts Dharamkot Road ,Mcleodganj","7","Deluxe Room","4.5"
"3236","165903","Valentine's Retreat","Goa","Goa","'Candolim Beach-North Goa'","Goa","Sequeira waddo, Candolim, Bardez","27","One Bedroom Suite","3"
"3237","385136","Radhika Beach Resort","Diu","Diu","'Nagoa Beach'","DamanandDiu","Radhika Resort ,Nagoa Beach, Diu-362 520 (U.T.) India.","42","Deluxe Comfort","4.5"
"3238","172530","Hotel Isher International","Gandhinagar","Gandhinagar","'Airport Gandhi Nagar Highway.'","Gujarat","Block C, Swagat Rainforest Complex, Opp. City Pulse Multiplex, Airport - Gandhinagar Road, Gandhinagar","16","A/c Executive Suite","3"
"3239","296642","Star of the Sea Resort","Goa","Goa","'South Goa Vicinity'","Goa","Benaulim Beach Road, Near Maria Hall, Vasvaddo, Salcette","19","Standard room","3.5"
"3240","319892","Manvin's Inn","Goa","Goa","'Calangute Beach-North Goa'","Goa","225, Gaurawado, Near Calangute of Saint Anthony Chapel, Arpora","0","Deluxe Poolside Non A/C Room","0"
"3241","708147","Hotel Goverdhan","Fatehpur Sikri","Fatehpur Sikri","'Fatehpur Sikri'","UttarPradesh","Hotel Goverdhan Tourist Complex Shahcoolie, Fatehpur Sikri","18","Classic AC Room","4"
"3242","719906","Usha Valentino Hotel","Eluru","Eluru","'N R Pet'","AndhraPradesh","Ramachandra Rao Pet, Government Hospital Street, Eluru Ho, Eluru","24","AC Room","1.5"
"3243","353140","Nova Suvit Hotel","Goa","Goa","'Calangute Beach-North Goa'","Goa","Calangute Beach Road, Near 'O' Coqueiro Circle, Porvorim, Bardez, Goa - 403521","15","Suite Room","2.9"
"3244","708283","Riverside Regency Resort","Goa","Goa","'Baga Beach-North Goa'","Goa","Riverside Street, Arpora - Baga , Bardez","80","Standard AC Room","3"
"3245","1331362","OYO Premium Gangtok Mainline Stand","Gangtok","Gangtok","'Deorali'","Sikkim","National Highway 31A, Amdo Golai, Deorali Bazar, Gangtok, AMDO GOLAI Gangtok","15","Standard Room Non AC","2.4"
"3246","42033","Hotel Panchsheel","Goa","Goa","'Margao-South Goa'","Goa","Malbhat, Margao","33","Non A/c Room","3.5"
"3247","330118","Hotel Pushpa Vilas-Vaishali","Ghaziabad","Ghaziabad","'Vaishali-Sahibabad'","UttarPradesh","No. 1/584, Sector 1, Vaishali, Near Pushpanjali Crosslay Hospital, Opp. Angel Mega Mall (Kaushambi)","12","Super Deluxe Room","4"
"3248","743366","Vaidya Holidays","Ganpatipule","Ganpatipule","'Ganpatipule'","Maharashtra","0","0","Deluxe Room AC","0"
"3249","744558","Royal Mirage Beach Resort, Morjim","Goa","Goa","'Morjim Beach-North Goa'","Goa","Vithaldaswado,Morjim, Goa 403512","0","Deluxe Room","0"
"3250","1332848","Shalai The Cliff Resort","Goa","Goa","'Vagator Beach-North Goa'","Goa","213/4, Ozran Beach, Small Vagator,Anjuna Bardez","10","Deluxe Double Room","4.5"
"3251","740524","Surbhi Guest House","Dharamshala","Dharamshala","'Lower Dharamshala'","HimachalPradesh","Main Square, Dharamshala","11","Standard Room","4.1"
"3252","742400","Varada Homestay","Dharamshala","Dharamshala","'Lower Dharamshala'","HimachalPradesh","Bypass Road Dari, Dharamshala, HP, India","0","Suite Family","0"
"3253","40480","Neelam's The Grand","Goa","Goa","'Calangute Beach-North Goa'","Goa","Post Office Road, Calangute, Bardez","150","Honeymoon Suite","3.5"
"3254","737886","Hotel Krishna Sagar","Ghaziabad","Ghaziabad","'Raj Nagar'","UttarPradesh","C-48, R.D.C. Raj Nagar","32","Deluxe Room","4"
"3255","380594","Quinta da Graca","Goa","Goa","'North Goa Vicinity'","Goa","8/6 A, Casa Araujo, Abreu Vaddo, Saligao, Bardez, Goa - 403511 India.","5","Manga","4.5"
"3256","741624","Hotel Raj Palace","Dibrugarh","Dibrugarh","'Marwari Patty'","Assam","A. T. Road, Marwrypatti","24","Single Non A/c Room","5"
"3257","1330474","OYO Rooms Facing Mandovi River","Goa","Goa","'Panjim'","Goa","3/60/2, Opp Divar ferry, Ribandar, Goa","15","Standard Room AC","5"
"3258","724157","Hotel Inclover Dharamshala","Dharamshala","Dharamshala","'Lower Dharamshala'","HimachalPradesh","The Hill Side Mall, Kotwali Bazaar, Khaniyara Road,","15","Suite Room","4.5"
"3259","334461","Hotel Meru","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Nam Nang(M.G. Road), Gangtok","26","Deluxe Room","3"
"3260","1331572","OYO Premium Facing Baga River","Goa","Goa","'Baga Beach-North Goa'","Goa","Behind blue whale water part Baga Arpora road Goa","15","Standard Room AC","2.5"
"3261","40425","The Oriental","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Mahatma Gandhi Marg, New Market","20","Deluxe Room","3.5"
"3262","723900","Hotel Cambean","Durg","Durg","'Durg Railway Station'","Chhattisgarh","kishore plaza gurudwara road green chowk","4","Executive","3.4"
"3263","388763","Park Prime Residency","Digha","Digha","'New Digha'","WestBengal","Sector M2, New Digha, Behind Yoga Abaj Amraboti Park","48","Prime Room","4"
"3264","330023","Hotel Bansi Dwarka","Dwarka","Dwarka","'Near Dwarkadhish Temple'","Gujarat","Nr. Dwarkadhish Temple, Jodha Manek Road","20","Double Bedroom","3.5"
"3265","1331588","OYO Elite Baga Arpora Road","Goa","Goa","'Anjuna Beach-North Goa'","Goa","opp hanuman temple saqwadi Goa","15","Standard Room AC","3.1"
"3266","383913","Azzaro Resort & Spa","Diu","Diu","'Fofrara-Fudam'","DamanandDiu","Fofrara-Fudam,","38","Suite Room","4"
"3267","709589","Hotel Shri Khedapati International","Dewas","Dewas","'Sivaji Nagar'","MadhyaPradesh","5 Kothi Road Civil Lines dewas Dewas, MP 455001 098 27 752959","46","Deluxe","4.5"
"3268","42027","Delta Residency","Goa","Goa","'Calangute Beach-North Goa'","Goa","0","0","Deluxe Suite","0"
"3269","742946","Gandhis House","Dharamshala","Dharamshala","'Mcleodganj Mall'","HimachalPradesh","Near Youngling School, Jogiwara Road","15","Standard Room Non AC","3.5"
"3270","335001","Hotel Fairview","Gangtok","Gangtok","'Central Gangtok'","Sikkim","near Assembly Hall, Kazi Road","15","Standard","4"
"3271","1337712","OYO Rooms Near Nerul Hospital","Goa","Goa","'Candolim Beach-North Goa'","Goa","Fatta Vaddo, Nerul, Goa 403114","0","Standard Room","2.3"
"3272","1358620","Premier Inn Goa Anjuna","Goa","Goa","'Anjuna Beach-North Goa'","Goa","Survey No. 11/14, Plot B,C &E Simvaddo ,Anjuna,Bardez","0","Premier Room","0"
"3273","261153","Blue Ocean Resort & Spa by Apodis","Ganpatipule","Ganpatipule","'Ganpatipule'","Maharashtra","S NO 127 Malgund, Near Ganpatipule, Dist Ratnagiri","0","Tropical Garden View Villa","0"
"3274","753432","Dream Vision Paying Guest House","Diu","Diu","'Dr. Kelkar Road'","DamanandDiu","Somnath Building, Dr Kelkar Road, Opposite Telephone Exchange,","0","Deluxe Room Non AC (1 Double Bed)","0"
"3275","742520","Apple House","Goa","Goa","'Arpora-North Goa'","Goa","Tambudki Vaddo, Arpora, Bardez, Goa 403518","8","Superior Room","4.5"
"3276","709249","Hotel Sapphire","Dharamshala","Dharamshala","'Mcleodganj Mall'","HimachalPradesh","Dear Dolma Chowk, Temple Road, Mcleodganj,","15","Classic Room","3.5"
"3277","1336230","OYO Rooms Calangute Beach Holiday Street","Goa","Goa","'Calangute Beach-North Goa'","Goa","1/189 B, Holiday Street, Opposite Calangute Mall, Gaura Vaddo Calangute","15","Standard Room AC","4.4"
"3278","708934","Hotel Madhulika Inn","Dhanbad","Dhanbad","'Bartand'","Jharkhand","Near Bus Stand, Bartand","18","Deluxe","3"
"3279","1347962","Agonda Heritage","Goa","Goa","'South Goa Vicinity'","Goa","Tamdem Val Beach Rd South End Agonda","0","Standard Huts (with garden view)","0"
"3280","746370","Nouvelle Guest House","Gangtok","Gangtok","'Deorali'","Sikkim","Opposit Indusland Bank,Convoy Ground,Tadong","3","Premium Room","4.7"
"3281","381547","Hotel Gandhis Paradise","Dharamshala","Dharamshala","'Dharamkot'","HimachalPradesh","Hotel Gandhis Paradise Dharamkot Road, After TIPA Mcleodganj, Dharmshala District Kangra (HP)","0","Deluxe Suites Valey View","0"
"3282","956128","OYO Rooms Vaishali Mahagun Metro Mall","Ghaziabad","Ghaziabad","'Vaishali-Sahibabad'","UttarPradesh","Plot No 11-12, Sector-3, Vaishali, Near gate No.1 of Mahagun Metro Mall","15","Standard Room AC","3.5"
"3283","869892","OYO Premium Vagator","Goa","Goa","'Anjuna Beach-North Goa'","Goa","Opposite to Anjuna-Vagator Petrol Pump,Goa","15","Standard Room AC","3.7"
"3284","1344244","OYO Rooms Near GSPL","Gandhinagar","Gandhinagar","'Sector-26'","Gujarat","Dev Complex, K-7 Circle sector 26","15","Standard Room AC","3.1"
"3285","42474","Hotel Natraj","Dibrugarh","Dibrugarh","'Hanuman Singhania Road'","Assam","Hanuman Singhania Road,Dibrugarh, Assam.","45","Deluxe Room","3.5"
"3286","1357354","Vailankanni Cottage Mandrem","Goa","Goa","'North Goa Vicinity'","Goa","Junaswada Mandrem Pernem North Goa","11","Bamboo Huts","4.5"
"3287","1329040","OYO Premium Ghaziabad Opp Ghanta Ghar","Ghaziabad","Ghaziabad","'Raj Nagar'","UttarPradesh","Opposite Clock Tower, Railway road","15","Standard Room AC","2.5"
"3288","715020","West Land Hotel","Erode","Erode","'Near Bus Terminus'","TamilNadu","# 399,B. Perundurai Road, Opp Senthil Multispecality Hospital","36","Executive Room","4.5"
"3289","40436","Hotel Golden Heights","Gangtok","Gangtok","'Central Gangtok'","Sikkim","M.G.Marg","17","Deluxe Room","3.5"
"3290","1349518","Le Pearl Goa Resort & Spa","Goa","Goa","'Vagator Beach-North Goa'","Goa","Opposite Vagator Petrol Pump, Grand Chivar, Anjuna","0","Deluxe Room - with Balcony","0"
"3291","321196","Abhishek Beach Resort and Spa","Ganpatipule","Ganpatipule","'Ganpatipule'","Maharashtra","Bhandarpuli Road Ganapatipule","0","AC Double Deluxe Sea View Room","0"
"3292","1348392","Royal Huts","Diveagar","Diveagar","'Diveagar Beach'","Maharashtra","At & Post Dive Agar, Opp Dr. Wad Bungalow, Tal. Shriwardhan, Dist - Raigad. Diveagar","3","Royal Huts","4"
"3293","309854","Spring Valley Resort","Dharamshala","Dharamshala","'Bhagsunag'","HimachalPradesh","Bhagsunag, McLeodganj, Upper Dharamshala.NA","25","Deluxe Room","3.5"
"3294","265345","Athi Resorts","Goa","Goa","'Bogmalo'","Goa","Plot No. 38-41, Alto Bogmalo, Bogmalo Beach Road, Opposite Naval Aviation Museum, Dabolim Vasco","10","Non A/c Room","3"
"3295","1352700","Hotel Khangsar Villa","Gangtok","Gangtok","'Developement Area'","Sikkim","Upper Development Area, Above Brahama Kumaris, Gangtok","7","Super Deluxe","4"
"3296","753298","Temi House","Gangtok","Gangtok","'Paljor Stadium Road'","Sikkim","Below Tamang Gumpa, Sichey Link Road, Upper Sichey","8","Premium Room","4.5"
"3297","314970","Hotel Potala","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Tibet Road","25","Deluxe Room","3"
"3298","1347526","OYO Premium Amdo Golai Gangtok","Gangtok","Gangtok",,"Sikkim","Near Indira Bye Pass Turning NH-31A Gangtok","0",,"0"
"3299","1347802","OYO Premium Above MG Marg Gangtok","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Tibet RoadTibet RoadGangtok","15","Standard Non AC","4"
"3300","80876","Hotel Hungry Jack","Gangtok","Gangtok","'Central Gangtok'","Sikkim","Near Pelling Taxi Stand","17","Super Deluxe Room","4"
"3301","867878","Rasal Beach resort","Diu","Diu","'Nagoa Beach'","DamanandDiu","Nagoa beach diu 362 520","28","Deluxe Room","3.5"
"3302","709282","Hotel Dooars Mountain","Dooars","Dooars","'Alipur Duar'","WestBengal","B. F Road , Alipur Duar, Jalpaiguri","46","Standard Non AC","3.5"
"3303","1354818","Green Heaven Homestays","Dooars","Dooars","'Alipur Duar'","WestBengal","CHILAPATA, SHIMLABARI ALIPURDUAR MUNICIPAL CORP, ALIPURDUAR","10","Standard","3.9"
