id,property_id,property_name,city,province,area,state,address,room_count,room_type, tad_review_rating
"991","211469","Neeranand Regency-Pure Vegetarian","Kolkata","Kolkata","'Sarat Bose Road'","WestBengal","1, Ashu Biswas Road Near Bank of Baroda Bank","0","Deluxe","4"
"992","46865","Snooze Inn","Kodaikanal","Kodaikanal","'Annasalai'","TamilNadu","Anna Salai, Bazaar Rd, Kodaikanal","20","Relax In","3.5"
"993","714889","Paray Residency","Kochi","Kochi","'Perumbavoor'","Kerala","TB Junction, Moovattupuzha, Ernakulam","28","AC Double","3.5"
"994","720398","Jeetu inn","Kausani","Kausani","'View Point'","Uttaranchal","Near Anashakti Asharam, View Point Kausnai, Dist: Bageshwar,","24","Deluxe Room","3.5"
"995","333045","Hotel Sumit","Kausani","Kausani","'Kausani'","Uttaranchal","Himalayan View point","10","Super Deluxe Room","3.5"
"996","320518","Hotel Jhankar-MPTDC","Khajuraho","Khajuraho","'District Chhatarpur'","MadhyaPradesh","Chhatarpur","19","AC Room","4"
"997","722809","Maison Casero Home Stay","Kochi","Kochi","'Fort Kochi'","Kerala","H.NO. 1/1974 Kottavalappu, Fort Cochin","3","AC Double Room","5"
"998","375378","Green Woods-Bethlehem Homestay","Kochi","Kochi","'Fort Kochi'","Kerala","11/236A, Kurishingal House, Fort Cochin","6","Standard Non AC","4.5"
"999","40811","Lytton Hotel","Kolkata","Kolkata","'Park Street and Vicinity'","WestBengal","14 & 14/1, Sudder Street","75","Guest Room","3.5"
"1000","729492","Immanuel Homestay","Kochi","Kochi","'Fort Kochi'","Kerala","1/1564 a, William P Manuel Road | Adjacent to K.B. Jacob Road, Near Chirattapalam - Sri Karthikeya Temple Junction, South Tharmarparambu, Fort Cochin","0","Standard Room Two Bed","0"
"1001","746622","The PGS Vedanta Hotel","Kochi","Kochi","'MG Road'","Kerala","A unit of PGS Inn Pvt. Ltd., Lissie Junction, Kaloor","40","Executive Room","4.5"
"1002","740210","4U Resort","Kodaikanal","Kodaikanal","'Attuvampatty'","TamilNadu","CRES, Attuvampatti","20","Deluxe Room","3"
"1003","957094","OYO Premium Harish Mukherjee Road","Kolkata","Kolkata","'AJC Bose Road'","WestBengal","Hotel Aston International, 75 Harish Mukherjee Road, Bhawanipur, Near Harish Park Kolkata","15","Standard Room AC","3.5"
"1004","308500","Royal Residency","Kochi","Kochi","'Info Park-Kakkanad'","Kerala","Infopark road, Kakkanad, Ernakulam (Dist)","57","Executive AC Room","3.5"
"1005","388299","Suba Krishmaa Residency","Kodaikanal","Kodaikanal","'Lawsghat Road'","TamilNadu","MM Road, Near Zion School","15","Deluxe Room","3.5"
"1006","718960","Karkare Holiday Home","Kolhapur","Kolhapur","'Shivaji University'","Maharashtra","30, Ashtvinayak Nagar, HSG Society, Pachgaon, Near Rk Nagar","4","Standard Room Non AC","2.2"
"1007","40777","Hotel Mount View","Kodaikanal","Kodaikanal","'Lawsghat Road'","TamilNadu","Laws Ghat Road Close to Zion School","27","Deluxe Room","2.5"
"1008","716979","Simi International FD 339","Kolkata","Kolkata","'Salt Lake Sector 3'","WestBengal","FD-339, Sector - 3, Salt Lake City, Near Tank No. 11,","9","Standard","4.5"
"1009","956864","Vista Rooms At Station Road","Kolhapur","Kolhapur","'New Shahupuri/Station Road'","Maharashtra","Station Road, Shahupuri, Near S T Bus Stand","16","Standard Room","2.1"
"1010","1332648","Angel Garden Beach Homestay","Kochi","Kochi","'Cherai Beach'","Kerala","Near Bhuvaneswary Temple , Cherai Beach North.","5","Deluxe Non A/c Room","4.4"
"1011","327801","Hotel Jotiba","Kolhapur","Kolhapur","'New Shahupuri/Station Road'","Maharashtra","Kolhapur","24","Ac Deluxe Room","4"
"1012","722619","Hotel Rudraksha Palace","Kausani","Kausani","'Baijnath Road-Kausani'","Uttaranchal","Near Tea Garden, Baijnath Road, Kausani","7","Machan Room","4.5"
"1013","1328034","Spice Heritage","Kochi","Kochi","'Fort Kochi'","Kerala","5/712, Gujarathi road, Opp. Jalaram Dham Temple, Mattancheri","15","Deluxe Room","3.5"
"1014","390028","The Classik Fort","Kochi","Kochi","'Vyttila'","Kerala","Gandhi Square, Poonithura","15","Classic Deluxe Room","4.5"
"1015","380664","Kodai Retreat","Kodaikanal","Kodaikanal","'Convent Road'","TamilNadu","#55 Edistone Compound, Convent Road","21","Deluxe Room","4"
"1016","171373","Hotel Diplomat","Kolkata","Kolkata","'Park Street and Vicinity'","WestBengal","10 Sudder Street","20","Standard A/C Room","2.5"
"1017","309140","Hotel Flavours Inn","Kolkata","Kolkata","'Park Street and Vicinity'","WestBengal","6/3.A.J.C Bose Road","0","Deluxe Room","3.5"
"1018","745366","Kodai Misty Mountain","Kodaikanal","Kodaikanal","'Naidupuram'","TamilNadu","Valley Side Cottage, Naidupuram","0","Deluxe Single Bedroom Suite","0"
"1019","40755","Harbour View Residency","Kochi","Kochi","'MG Road'","Kerala","Opp. Cochin Shipyard","53","Standard","3"
"1020","716980","Simi International FE 170","Kolkata","Kolkata","'Salt Lake Sector 3'","WestBengal","FE 170, Sector 3, Saltlake City, Near Joydip Tennis Academy","6","Standard","3.2"
"1021","332334","Pratiksha Himalayan Retreat","Kausani","Kausani","'Kausani'","Uttaranchal","Baijnath Road , View Point","20","Super Deluxe Room","4.5"
"1022","320879","Coral Residency GD 206","Kolkata","Kolkata","'Salt Lake Sector 3'","WestBengal","GD 206, Salt lake, Sec-3, near Tank no 12, GD market, in the lane of homeopathy medical store","0","Standard Room","2.4"
"1023","254284","Fort Manor","Kochi","Kochi","'Fort Kochi'","Kerala","D.No:1/ 508A2 / 508 A3, Nr. Fort Kochi Bus Stand, K.B. Jacob Road, Fort Kochi","12","Premium Room","4.5"
"1024","40782","Kodai International","Kodaikanal","Kodaikanal","'Lawsghat Road'","TamilNadu","17,328, Lawsghat Road","75","Deluxe Room","4"
"1025","743990","Hotel OG Kanthari","Kochi","Kochi","'Vyttila'","Kerala","NH 47 Bypass, kundanoor JN, Maradu PO, 11/588 A","14","SUITE ROOM","4"
"1026","389507","NexGen Guest House AN Flat 4A","Kolkata","Kolkata","'Salt Lake Sector 5'","WestBengal","AN Flat 4A, Saltee Plaza, Sector-V, Near Sluice Gate & Ranbaxy Laboratory","5","Standard AC","4.2"
"1027","388789","Adams Wood House","Kochi","Kochi","'Fort Kochi'","Kerala","Behind Saga, Andy Achari Road, Paravana Junction, Fort Kochi","0","Standard Double Room A/C","0"
"1028","1358180","Mishra Residency FF 10","Kolkata","Kolkata","'Salt Lake Sector 3'","WestBengal","FF-10, Fourth Avenue, Sector 3, Salt Lake","0","Standard AC Room","0"
"1029","354868","Kimansion","Kochi","Kochi","'Fort Kochi'","Kerala","Napiers Street, Opp. St. Andrews Parish Hall, Fort Cochin","7","AC Regular Room","3.5"
"1030","1331644","Hotel Eden Garden","Kochi","Kochi","'Chottanikkara'","Kerala","KANJIRAMATTOM (PO), CHALAKKAPPARA, KTM ROAD.","22","Royal Suite","4.5"
"1031","956856","Vista Rooms At Shivaji Park","Kolhapur","Kolhapur","'Shivaji University'","Maharashtra","517/A-1, Station Road, Shivaji Park","22","Standard Room","3.1"
"1032","332674","Holiday Hotel Cherai","Kochi","Kochi","'Cherai Beach'","Kerala","Munambam Road, Cherai, Ernakulam Dist.","20","Deluxe Room AC","4.5"
"1033","958518","OYO Rooms Near Kolhapur Railway Station","Kolhapur","Kolhapur","'New Shahupuri/Station Road'","Maharashtra","Hotel Atria, 204, E-Ward Station Road","15","Standard Room AC","4"
"1034","1342900","The West Face Lake Side","Kochi","Kochi","'MG Road'","Kerala","Pandit Karuppan Road,, Thevara","0","Suite Room","0"
"1035","707476","Greenland Villas","Kodaikanal","Kodaikanal","'Lawsghat Road'","TamilNadu","Shenbaganur,Dindugal Dist","19","Standard Room","3"
"1036","708526","Malabar Illam","Kochi","Kochi","'MG Road'","Kerala","NH Bye Pass Road, Chalikkavattam, Vyttila","15","Standard Non AC Room","3.5"
"1037","739592","North Centre-Near North Railway Station","Kochi","Kochi","'Ernakulam South Railway Station'","Kerala","SRM road,near north railway station entrance","24","Deluxe AC","5"
"1038","1358182","Quasar Guest House","Kolkata","Kolkata","'New Town - Rajarhat'","WestBengal","Plot No 207, AC Block(Newtown), Action Area I, Newtown, Near DLF 1","0","Standard AC Room","0"
"1039","1329754","STARiHOTELS Temple View Khajuraho","Khajuraho","Khajuraho","'Western Group Of Temples'","MadhyaPradesh","Opposite Western group of Temple, 471606 Khajuraho, India\r\n","0","NON AC Standard","4.1"
"1040","123139","The HHI Kolkata","Kolkata","Kolkata","'Minto Park Area'","WestBengal","235 1 A J C Bose Road","184","Imperial Premium","3.5"
"1041","315381","Hotel Gupta Palace","Katra","Katra","'Yatra Parchi Counter'","JammuandKashmir","Hospital Road, Katra (Vaishno Devi)","32","Family Room AC","3.5"
"1042","742906","Anadiyil Leela Krishna Inn","Kochi","Kochi","'Ernakulam South Railway Station'","Kerala","KalthilParambil Cross Road, Near Valanjambalam Ernakulam South","33","Standard Room AC","2.5"
"1043","724281","Hotel Kodai Inn","Kodaikanal","Kodaikanal","'Lawsghat Road'","TamilNadu","Ugarthe nagar Bus Stop, Laws Ghat Road","18","Standard Room","2.5"
"1044","42815","Hotel Jai","Kodaikanal","Kodaikanal","'Lawsghat Road'","TamilNadu","Llyods Road","18","Family Triple","4"
"1045","746008","Little Green Apartment- Fort Oasis","Kolkata","Kolkata","'South Kolkata'","WestBengal","36 B, Panditia Road, Near Garihat Triangular Park, Fort Oasis Building, Block 4, Apt-401","3","Deluxe Room","4.9"
"1046","1359086","Treebo Orion West Willows","Kolkata","Kolkata",,"WestBengal","2, West Range, Near Tata Motor lexus Showroom, Beck Bagan.","0",,"0"
"1047","955832","Gokulam Park Hotel & Convention Center","Kochi","Kochi","'MG Road'","Kerala","Opp PVS Memorial Hospital, Kaloor","0","Superior Room","0"
"1048","1343876","Akshay Homestay","Kochi","Kochi","'Fort Kochi'","Kerala","padassery house,, near kannamaly church","0","AC Room","2.1"
"1049","719613","Ceylon Bake House - MG Road","Kochi","Kochi","'MG Road'","Kerala","Jose Junction, M.G.Road, Ernakulam","30","Standard AC Room","3.5"
"1050","42181","Fort Khejarla","Khejarla","Khejarla","'Khejarla'","Rajasthan","VPO-Khejarla, Via Pipar City ,Jodhpur.","39","Royal Chamber","4.5"
"1051","714022","Hotel Landmark","Kolhapur","Kolhapur","'New Shahupuri/Station Road'","Maharashtra","5th & 6th Floor,Amatya Tower,Dabholkar Corner","10","Standard Room","3.5"
"1052","715960","Mishra Residency BH 123","Kolkata","Kolkata","'Salt Lake Sector 2'","WestBengal","BH 123, Sector II Near Tank No 7 Salt Lake City","2","Deluxe","2.7"
"1053","730171","Hotel Krishna Mountview","Kausani","Kausani","'Kausani'","Uttaranchal","Distt Bageshwar Kausani","35","Himalyan Suite","4"
"1054","1347086","OYO Rooms Diamond Harbour Road","Kolkata","Kolkata","'South Kolkata'","WestBengal","Plot No. 8A, Diamond Harbour Road, Thakurpukur, 3A Bus Stand","15","Standard Room AC","3.6"
"1055","317578","Hotel Elite Palazzo - Airport Hotel","Kochi","Kochi","'Cochin International Airport'","Kerala","Bank Junction, NH-47 Bye Pass, Angamaly","39","Executive Room","4"
"1056","160123","The Carlton","Kodaikanal","Kodaikanal","'Near Kodai Lake'","TamilNadu","Lake Road","91","Deluxe Double Room","4.5"
"1057","354259","Hotel Arches","Kochi","Kochi","'Fort Kochi'","Kerala","1/341, Rose Street, Next to St. Francis Church, Fort Cochin","11","Deluxe Room","4.5"
"1058","42809","Hotel Fort Queen","Kochi","Kochi","'Fort Kochi'","Kerala","Pandikuddy, Manthra Road","18","Deluxe Room","4"
"1059","378167","Hotel Sahil","Katra","Katra","'City Centre-Main Market'","JammuandKashmir","Jammu Road","40","A/C Super Deluxe","3.5"
"1060","160144","Hotel Taj Chandela","Khajuraho","Khajuraho","'District Chhatarpur'","MadhyaPradesh","District Chhatarpur","94","Executive Suite","4"
"1061","722881","Sunrise Hill Resort","Khandala","Khandala","'New PWD resthouse'","Maharashtra","Plot #51, Hill Top Colony, Near Govt.Rest House, Khandala,","30","Executive Rooms","3"
"1062","1332642","Grande' West Face","Kochi","Kochi","'MG Road'","Kerala","CC 59983 -84, Pandit Karuppan Road, Thevara","10","Deluxe Double Room","2"
"1063","714954","Hotel Hills Park - Airport Hotel","Kochi","Kochi","'Cochin International Airport'","Kerala","Near KSRTC Bus Stand, Angamaly, Ernakulam","12","AC Deluxe Room","2"
"1064","384534","Hotel Shree Palace","Katra","Katra","'Railway Road'","JammuandKashmir","Railway Road, Katra 182301, India","20","Deluxe Room Non A/C","4"
"1065","40810","The Lindsay","Kolkata","Kolkata","'Esplanade-New market'","WestBengal","8A & 8B, Lindsay Street, Taltala","60","Junior Suite Room","3.5"
"1066","841836","Sea Star Beach Homes","Kochi","Kochi","'Vypin Island'","Kerala","Main Junction Cherai Beach, Vypin Island, Ernakulam, Cherai Beach","8","AC Cottage","4"
"1067","380276","Hotel SM Regency - Walkable from ERS Junction","Kochi","Kochi","'MG Road'","Kerala","Nettippadam Road, Off MG Road","45","Executive AC","4"
"1068","317579","Tea Bungalow","Kochi","Kochi","'Fort Kochi'","Kerala","1/1901, Kunnumpuram, Fortkochi","0","Heritage Deluxe","0"
"1069","40807","Rushabh Home Guest House","Kolkata","Kolkata","'Maidan Metro Area'","WestBengal","6A, Middleton Street","18","Aakash Darshan Room","3.5"
"1070","729839","New Thakur Guest House","Katra","Katra","'Jammu Road'","JammuandKashmir","Jammu Road, Near Amar Cinema Hall, Katra , India","0","Standard AC Room","0"
"1071","934726","OYO Premium Salt Lake Stadium","Kolkata","Kolkata","'Salt Lake City'","WestBengal","35 Z, Radha Madhav Dutta Garden Lane, Opp Salt Lake Stadium, VIP gate on EM Bypass Road","15","Standard Room AC","4.8"
"1072","744362","Best Inn Guest House","Kolkata","Kolkata","'Esplanade-New market'","WestBengal","6A, S. N. Banerjee Road, Fatnani Chamber, Gate No: 2, Above Aminia Hotel (Near New Market)","13","Economy Room","2.6"
"1073","332574","Kamala Inn, Dankuni","Kolkata","Kolkata","'Dankuni'","WestBengal","T.N. Mukherjee Road, Dankuni","17","Executive Room","3.5"
"1074","52702","Ambica Stella Plaza","Katra","Katra","'Jammu Road'","JammuandKashmir","Vaishno Devi, Katra 182301, India","58","Family Room","3"
"1075","711389","Hotel Phool Mahal Palace","Kishangarh","Kishangarh","'Kishangarh'","Rajasthan","Phool Mahal Palace,Old City Kishangarh","21","Deluxe Room","4"
"1076","1342836","Daffodils Spice Court","Kochi","Kochi","'Fort Kochi'","Kerala","AB Salem road, Jew town, Mattancherry","10","Deluxe Room","5"
"1077","384655","Hot Deal 5 Star Resort Near Airport","Kochi","Kochi","'Cochin International Airport'","Kerala","Near Airport","0","Hot Deal","2"
"1078","1330350","OYO Apartments Tangra Kolkata","Kolkata","Kolkata","'Kasba Zone'","WestBengal","98, Flat No. 604, 6th Floor, Brindavan Garden Building No. A-1 Christopher Road, Tangra Kolkata","0","Standard Room AC","0"
"1079","714021","Hotel Park Avenue","Kochi","Kochi","'Fort Kochi'","Kerala","Princess Street, Fort Cochin","19","Super Deluxe Room","3.5"
"1080","160073","Travancore Court","Kochi","Kochi","'MG Road'","Kerala","Warriam Road, Ernakulam","64","Suite Room","4"
"1081","1323786","Vista Rooms at Warrium Rd","Kochi","Kochi","'MG Road'","Kerala","Travancore Court, Warriam Road,, Pallimukku, Ernakulam","64","Superior Room","3.9"
"1082","1325110","OYO Premium Nibav Road Kodaikanal","Kodaikanal","Kodaikanal","'Convent Road'","TamilNadu","JC Residency, Plot no. - (188-3)-1 Convent Road, Naidupuram","15","Standard Room","4"
"1083","423448","NM Royale County","Kochi","Kochi","'Vyttila'","Kerala","KRL Road, Tripunithura","28","Executive Room","3.5"
"1084","42786","The Lagoona Resort-An ECOTEL Hotel","Lonavala","Lonavala","'Tungarli'","Maharashtra","Address: S No. 55, Tungarli, Lonavala - 410403. Pune Dist.","68","Deluxe Room","3.5"
"1085","738620","Ladakh View Home Stay","Leh","Leh","'Old Road'","JammuandKashmir","Old Leh, Leh Palace Road, Ladakh","0","Standard Room","0"
"1086","708827","Hotel Namra","Leh","Leh","'Tingmosgang'","JammuandKashmir","0","0","Deluxe Room","0"
"1087","1358592","STARiHOTELS Taluka Maval Lonavala","Lonavala","Lonavala",,"Maharashtra","Near Wax Mueseum, Opp.Old Mumbai Pune Highway, Toll Plaza Varsoli","0",,"0"
"1088","709802","Hotel Royal Palace","Leh","Leh","'Sheynam'","JammuandKashmir","Old Road Sheynam, Leh Ladakh , J&K","36","Deluxe Room","4"
"1089","725598","Novotel Kolkata Hotel and Residences","Kolkata","Kolkata","'New Town - Rajarhat'","WestBengal","CF 11 Action Area 1C,New Town Rajarhat","0","Deluxe Suite King Bed","0"
"1090","375176","Sea Flower Beach Resort","Kovalam","Kovalam","'Light House Beach'","Kerala","Light House Road, Vizhinjam P.O","7","Standard Non AC","4"
"1091","1341880","STARiHOTELS Bus Stand Katghora","Korba","Korba","'Transport Nagar'","Chhattisgarh","New bus stand, National Highway 111, Katghora","0","Standard","2.7"
"1092","743580","Hotel Crossroad","Lucknow","Lucknow","'Airport Zone'","UttarPradesh","C1/18, Shaheed Path, Transport Nagar, Lucknow, Near Skoda Showroom","13","Deluxe Room AC","2.5"
"1093","41736","Mohan Hotel","Lucknow","Lucknow","'Railway Station Charbagh'","UttarPradesh","Charbagh, Near Railway Station","68","Club Room","3"
"1094","718864","Ashtamudi Villas","Kollam","Kollam","'Kollam Beach'","Kerala","Near Kadavoor Church, Nambarath Junction","4","Standard Room","5"
"1095","735202","Kumbhalgarh Safari Camp","Kumbhalgarh","Kumbhalgarh","'kumbhalgarh'","Rajasthan","Post - Kelwara, Kumbhalgarh","20","Luxury Cottage","4.5"
"1096","731703","Hotel Sonar Bangla","kolaghat","kolaghat","'Dhulagarh'","WestBengal","Naupala, Orphuli, P.S.-Bagnan","0","Non AC Deluxe","4"
"1097","740450","Hotel Green Park","Kumbakonam","Kumbakonam","'Near Bus Terminus'","TamilNadu","No. 10, Lakshmi Vilas Street","33","Standard Room Non AC","3"
"1098","955370","Kanjirakkattu Heritage Home","Kottayam","Kottayam","'Near Kottayam Railway Station'","Kerala","Panayakazhippu Road, Nagampadom, Kottayam -1","2","AC Heritage Suite","4.5"
"1099","732894","JC Hotel","Lucknow","Lucknow","'Nirala Nagar'","UttarPradesh","8th Cross Opp. Hari Shagun Near Ram Krishna Math ,Nirala Nagar, Lucknow","35","Deluxe 3 Bedded Room","4"
"1100","1349134","The Apricot Tree Hotel","Leh","Leh","'Narula'","JammuandKashmir","Village Nurla, Leh - Srinagar Highway, Ladakh","0","Deluxe Room","0"
"1101","316857","Westway Hotel","Kozhikode","Kozhikode","'Near Calicut Railway Station'","Kerala","Kannur Road","60","Westway Club","3.5"
"1102","738462","Surya Continental Hotel","Lucknow","Lucknow","'Airport Zone'","UttarPradesh","Swatika City, Ahmamau, Sultanpur Road","21","Super Deluxe Room","2.9"
