id,property_id,Toiletries,Bedside Lamp,Luggage Rack,Air Conditioning,Television,Internet / Broadband,Telephone,Refrigerator,Free Wi-Fi,Mini Bar,Room Heater,Writing Desk / Study Table,Wake-Up Call Service
"179","744732","1","0","0","1","1","0","0","0","0","0","0","1","0"
"180","707868","0","0","1","0","1","1","1","0","0","0","0","0","0"
"181","42543","0","0","1","1","1","1","1","0","0","0","0","0","0"
"182","724340","0","0","0","1","1","1","1","0","0","0","0","1","0"
"183","1328552","1","0","0","1","1","0","0","0","0","0","0","0","0"
"184","379883","0","0","0","1","1","1","0","0","0","0","0","0","0"
"185","724263","0","0","0","0","1","0","1","0","0","0","0","0","0"
"186","314580","0","0","1","1","1","1","1","0","0","1","0","0","0"
"187","42545","0","0","1","1","1","1","1","0","0","0","0","0","0"
"188","389487","0","0","0","1","1","0","0","0","1","0","0","1","0"
"189","1327082","0","0","0","1","1","0","0","0","0","0","0","1","1"
"190","328119","0","0","1","0","1","0","1","0","0","0","0","0","0"
"191","715959","1","0","0","1","1","1","1","0","0","0","0","0","0"
"192","1328864","0","0","0","0","1","1","1","0","1","0","0","0","0"
"193","956336","0","0","0","0","1","0","0","0","0","0","0","0","0"
"194","726839","0","0","0","0","1","0","0","0","0","0","0","0","0"
"195","1328120","0","0","0","1","1","1","0","0","0","0","1","1","1"
"196","1327088","0","0","0","1","1","0","0","0","0","0","0","1","1"
"197","720098","0","0","0","1","1","0","0","0","0","0","0","1","0"
"198","1324452","0","0","0","1","1","0","0","0","0","0","0","0","0"
"199","42537","0","0","1","1","0","0","0","0","0","0","0","0","0"
"200","52726","0","0","1","1","1","1","1","0","0","0","0","0","0"
"201","719180","0","0","0","0","1","0","0","0","0","0","0","0","0"
"202","1098136","0","0","0","0","1","0","0","0","0","0","0","0","0"
"203","987994","0","0","0","0","1","0","0","0","0","0","0","0","0"
"204","386673","0","0","0","1","1","0","1","0","0","0","0","1","0"
"205","315481","0","0","1","1","1","0","1","0","0","0","0","0","0"
"206","1330958","0","0","0","1","1","0","1","0","0","0","0","0","0"
"207","707479","0","0","1","1","0","0","0","0","0","0","0","0","0"
"208","707620","0","0","0","0","0","1","1","0","0","1","0","1","0"
"209","716781","0","0","0","0","1","1","1","0","0","0","0","0","0"
"210","732570","0","0","0","1","1","1","0","1","0","0","0","1","0"
"211","314640","0","0","1","1","1","1","1","0","0","0","0","0","0"
"212","711410","0","0","0","1","1","0","1","0","0","1","0","1","0"
"213","870830","0","0","0","1","1","0","0","0","0","0","0","0","0"
"214","1332856","0","0","0","1","1","0","0","0","0","0","0","0","0"
"215","722829","0","0","0","0","1","0","0","0","0","0","0","0","0"
"216","387897","0","0","1","0","1","0","1","0","0","0","0","0","0"
"217","171394","0","0","0","1","1","1","1","0","0","1","0","1","0"
"218","40759","0","0","1","1","1","1","1","0","0","1","0","0","0"
"219","718212","0","0","1","0","1","0","1","0","0","0","1","0","0"
"220","358623","1","1","0","0","0","0","0","0","1","0","0","1","1"
"221","1325172","0","0","0","0","1","0","1","0","0","0","0","1","0"
"222","709341","0","0","0","1","1","1","1","0","0","0","0","0","0"
"223","956200","0","0","0","1","1","0","0","0","0","0","0","1","0"
"224","723743","0","1","1","0","0","0","0","0","0","0","0","0","0"
"225","1355172","0","0","0","1","1","1","0","0","1","0","0","0","0"
"226","729481","0","0","0","1","1","1","1","0","0","1","0","0","0"
"227","957156","0","0","0","1","1","0","1","0","1","0","0","0","0"
"228","714049","0","0","0","0","1","0","0","0","0","0","0","0","0"
"229","1347384","0","0","0","1","1","0","0","0","0","0","0","1","1"
"230","870818","0","0","0","1","1","0","0","0","0","0","0","0","0"
"231","1323782","0","0","0","1","1","0","1","0","0","1","0","0","0"
"232","722359","0","0","0","0","1","0","0","0","0","0","0","0","0"
"233","331891","0","0","0","1","1","0","1","0","0","0","0","1","0"
"234","321353","0","0","0","1","1","0","1","0","0","0","0","1","0"
"235","867340","0","0","0","0","1","0","0","0","0","0","0","0","0"
"236","957198","0","0","0","1","1","0","1","0","1","0","0","0","0"
"237","1347096","0","0","0","1","1","0","0","0","0","0","0","0","1"
"238","720276","0","0","0","0","1","0","0","0","0","0","0","0","0"
"239","707478","0","1","1","1","0","0","0","0","0","0","0","0","0"
"240","724317","1","0","1","0","1","0","1","0","0","0","0","0","0"
"241","386014","1","0","0","1","1","1","1","0","0","0","0","0","0"
"242","1330348","1","0","0","1","1","0","0","0","0","0","0","0","0"
"243","1347390","0","0","0","1","1","0","0","0","0","0","0","1","1"
"244","172425","0","0","0","1","1","1","1","0","1","1","0","1","0"
"245","423297","0","0","0","1","1","1","0","0","0","0","0","1","0"
"246","389009","0","0","0","1","0","0","0","0","0","0","0","0","0"
"247","866730","0","0","0","1","1","0","0","0","0","0","0","0","0"
"248","709286","0","0","1","1","1","1","1","0","0","0","0","0","0"
"249","329840","0","0","0","1","1","1","1","0","0","1","0","1","1"
"250","870784","0","0","0","1","1","0","0","0","0","0","0","0","0"
"251","311860","0","0","1","1","1","0","1","0","0","0","0","0","0"
"252","708605","0","0","0","1","1","1","1","1","0","1","0","0","0"
"253","720385","0","0","1","0","1","1","1","0","0","0","1","0","0"
"254","722467","0","0","1","0","0","0","0","0","1","0","0","1","0"
"255","956812","0","0","0","1","1","0","1","0","0","0","0","0","0"
"256","1324248","0","0","0","0","1","0","1","0","0","0","0","1","0"
"257","1325238","0","0","0","1","1","0","1","0","0","0","0","0","0"
"258","1136874","0","0","0","0","1","0","0","0","0","0","0","0","0"
"259","739252","0","0","1","1","1","1","1","0","0","1","0","1","0"
"260","1328556","1","0","0","1","1","0","0","0","0","0","0","0","0"
"261","715758","1","0","0","1","1","0","0","0","1","0","0","0","0"
"262","708881","0","0","0","0","1","0","1","0","0","0","0","0","0"
"263","42547","0","0","0","1","1","0","1","0","0","0","0","0","0"
"264","710848","1","1","0","0","1","0","1","0","0","0","0","1","0"
"265","722798","0","0","0","1","1","1","1","0","0","1","1","1","1"
"266","729736","0","0","0","1","1","1","0","0","1","0","0","0","0"
"267","715178","0","0","1","0","1","0","1","0","0","0","0","0","0"
"268","955588","0","0","0","0","1","0","0","0","0","0","0","0","0"
"269","1358880","0","0","0","1","1","0","0","0","0","0","0","1","1"
"270","48444","0","0","0","1","1","1","1","0","0","1","0","1","0"
"271","387799","0","0","1","1","1","0","1","0","1","0","0","0","0"
"272","714864","0","0","0","1","0","0","0","0","1","0","0","0","0"
"273","385396","0","0","0","1","1","1","1","0","1","0","0","1","0"
"274","742968","0","0","0","1","1","0","0","0","0","0","0","0","0"
"275","740583","0","0","0","0","1","0","0","0","0","0","0","0","0"
"276","719081","0","0","0","0","1","0","1","0","0","0","0","0","0"
"277","740377","1","0","0","0","1","0","1","0","0","1","0","0","0"
"278","707929","0","1","1","1","1","0","1","0","0","0","0","0","0"
"279","1345086","0","0","0","1","1","1","1","0","1","0","0","0","0"
"280","1336434","0","0","0","1","1","0","0","0","0","0","0","0","1"
"281","1323962","0","0","0","0","1","0","0","0","0","0","0","1","0"
"282","717978","0","0","0","1","1","1","1","0","0","0","0","0","0"
"283","725423","0","0","1","0","0","0","0","0","1","0","1","1","0"
"284","719288","1","0","0","1","1","0","0","0","0","0","0","0","0"
"285","1327896","0","0","0","1","1","0","0","0","1","0","0","0","0"
"286","714061","0","0","0","1","1","1","1","1","0","0","0","0","0"
"287","1336824","0","0","0","1","1","0","1","0","0","0","0","0","0"
"288","739090","0","0","0","1","0","0","1","0","0","0","0","0","0"
"289","732966","0","0","0","0","1","0","1","0","0","0","0","0","0"
"290","866312","0","0","0","1","1","1","1","0","0","1","0","1","0"
"291","724299","0","0","1","0","1","0","1","0","0","0","0","0","0"
"292","380853","0","0","0","1","1","1","1","0","0","1","0","1","0"
"293","959034","0","0","0","1","1","0","0","0","0","0","0","1","0"
"294","327899","0","0","1","1","1","0","0","0","0","0","0","1","0"
"295","722136","1","0","0","1","0","0","0","0","0","0","0","0","0"
"296","388335","0","0","0","1","1","1","1","0","0","1","1","1","0"
"297","1324650","0","0","0","0","0","0","0","0","0","0","0","1","0"
"298","1326536","0","0","0","1","1","0","1","0","0","0","0","0","0"
"299","1342898","0","0","0","0","1","0","0","0","0","0","0","0","0"
"300","760606","0","0","0","1","1","0","0","0","0","0","0","0","0"
"301","730126","0","0","0","0","1","0","0","0","0","0","0","0","0"
"302","957190","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","171392","0","0","0","1","1","0","1","0","0","0","0","0","0"
"304","870184","0","0","0","1","0","1","1","0","0","0","0","0","0"
"305","334419","0","0","0","1","1","1","0","0","0","1","0","0","0"
"306","355047","1","1","0","0","0","0","0","1","1","0","0","0","0"
"307","955258","0","0","0","0","1","1","1","0","0","0","0","0","0"
"308","707574","0","0","0","1","1","1","1","0","1","1","0","1","0"
"309","1323970","0","0","0","0","1","0","1","0","0","0","0","1","0"
"310","743760","0","0","0","0","1","0","0","0","0","0","0","0","0"
"311","934732","0","0","0","1","1","0","0","0","0","0","0","1","1"
"312","714450","0","0","0","1","0","0","0","0","0","0","0","1","0"
"313","726696","0","0","0","1","1","0","1","0","0","0","0","0","0"
"314","327577","0","0","0","0","1","0","0","0","0","0","0","0","0"
"315","722934","0","0","0","0","1","0","1","0","0","0","0","0","0"
"316","745810","0","0","1","0","1","0","1","0","0","0","0","0","0"
"317","318504","0","0","0","0","1","0","1","0","0","0","0","1","0"
"318","327998","0","0","1","0","1","0","0","0","0","0","0","1","0"
"319","722602","0","0","0","1","0","0","0","0","0","0","0","0","0"
"320","319735","0","0","1","0","1","0","0","0","0","0","0","0","0"
"321","1347388","0","0","0","1","1","0","0","0","0","0","0","1","1"
"322","741052","1","0","0","1","1","1","1","0","0","0","0","0","0"
"323","42548","0","0","1","0","0","0","1","0","0","0","0","1","0"
"324","866314","0","0","0","0","1","0","1","0","0","0","0","0","1"
"325","42559","0","0","0","0","1","0","1","1","0","0","0","0","0"
"326","714938","0","0","0","1","1","0","0","0","0","0","0","0","1"
"327","387017","0","0","0","1","1","1","1","0","0","1","0","1","0"
"328","353265","0","0","1","1","1","0","1","0","0","0","0","0","0"
"329","1358860","0","0","0","1","1","0","0","0","0","0","0","0","1"
"330","714244","0","0","0","0","1","0","1","0","1","0","0","0","0"
"331","1330646","0","0","1","1","1","0","0","0","0","0","0","0","0"
"332","206693","0","0","1","1","1","1","1","0","0","0","0","0","0"
"333","1358878","0","0","0","0","1","0","0","0","0","0","0","1","1"
"334","388908","0","0","0","1","1","1","1","0","0","0","0","1","0"
"335","714083","0","0","0","0","1","0","1","0","1","0","0","0","0"
"336","1341726","0","0","1","0","0","0","0","0","0","0","0","1","0"
"337","739622","0","0","0","1","1","0","1","0","0","0","0","0","0"
"338","720110","0","0","1","0","0","0","1","0","0","0","0","1","0"
"339","1331290","0","0","0","1","1","0","0","0","0","0","0","0","0"
"340","926438","0","0","0","1","1","0","0","0","1","0","0","0","0"
"341","331571","0","0","1","0","1","0","0","0","0","0","0","0","0"
"342","1324816","0","0","0","1","0","1","1","0","1","0","0","1","0"
"343","1356800","0","0","0","0","1","1","1","0","1","0","0","0","0"
"344","159804","0","0","1","0","0","0","1","1","0","0","0","0","0"
"345","719914","0","0","0","1","0","0","0","0","0","0","0","0","0"
"346","867774","0","0","0","1","1","0","0","0","1","0","0","0","0"
"347","1329108","0","0","0","0","1","0","1","0","0","0","0","0","0"
"348","1323926","0","0","0","1","1","0","1","0","0","1","0","1","0"
"349","327574","0","0","1","0","1","0","1","0","0","0","0","0","0"
"350","712942","0","0","1","0","1","1","1","0","1","0","0","0","0"
"351","955460","0","0","0","0","1","0","1","0","0","0","0","0","0"
"352","718604","0","0","1","1","0","0","1","0","0","0","0","0","0"
"353","389268","0","0","0","1","1","0","1","0","0","0","0","1","0"
"354","1357246","0","0","0","0","1","1","0","0","0","0","1","0","0"
"355","42550","0","0","1","0","1","0","1","0","0","0","0","0","0"
"356","40812","0","0","0","0","1","0","1","0","1","0","0","1","0"
"357","47760","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","387035","0","0","1","0","1","0","1","0","0","0","0","0","0"
"359","732968","0","0","0","0","1","0","1","0","0","0","0","0","0"
"360","1323948","0","0","0","1","1","0","0","0","0","1","0","1","0"
"361","1357950","0","0","1","0","1","1","1","0","0","0","0","0","0"
"362","760896","0","0","0","0","1","0","0","0","1","0","0","0","0"
"363","721239","0","1","0","0","0","0","0","0","0","0","0","0","0"
"364","711127","0","0","0","1","1","0","1","0","0","0","0","1","0"
"365","956202","0","0","0","1","1","0","0","0","0","0","0","1","0"
"366","866644","0","0","0","0","1","0","1","0","0","0","0","0","0"
"367","715957","0","0","0","1","1","1","1","0","0","0","0","0","0"
"368","160143","0","0","1","1","0","0","0","0","0","0","0","1","0"
"369","1347098","0","0","0","1","1","0","0","0","0","0","0","1","1"
"370","715958","1","0","0","1","1","1","1","0","0","0","0","0","0"
"371","380336","0","0","0","1","1","1","1","0","0","1","0","0","0"
"372","956824","0","0","0","1","1","0","1","0","0","0","0","0","0"
"373","1358528","1","0","0","1","1","1","1","0","0","1","0","0","0"
"374","719608","0","0","0","1","1","0","0","0","0","0","0","0","0"
"375","1341844","0","0","0","1","1","0","0","0","0","0","0","0","0"
"376","332498","0","0","1","1","1","0","0","0","0","1","0","0","0"
"377","380335","0","0","0","0","1","0","1","0","0","0","0","1","0"
"378","1323784","0","0","0","1","1","0","1","0","0","0","0","1","0"
"379","332374","0","0","0","1","0","1","1","0","0","0","0","0","0"
"380","956916","0","0","0","0","1","0","0","0","0","0","0","0","0"
"381","724822","0","0","0","0","1","1","1","0","1","1","0","1","0"
"382","353439","0","0","0","0","1","0","1","0","0","0","0","1","0"
"383","720500","0","0","0","1","1","0","0","0","1","0","0","0","0"
"384","867598","0","0","0","0","1","0","0","0","0","0","0","0","0"
"385","42552","0","0","1","0","1","0","0","0","0","0","0","0","0"
"386","739138","0","0","1","0","1","0","1","0","0","0","1","0","0"
"387","712565","0","0","0","0","1","0","1","0","0","0","0","1","0"
"388","388014","0","0","0","1","1","0","1","0","1","0","0","1","0"
"389","867008","0","0","0","1","1","0","1","0","1","0","0","0","0"
"390","42103","0","0","0","1","1","0","1","0","0","0","0","0","0"
"391","957558","0","0","0","1","1","0","0","0","0","0","0","0","0"
"392","40816","0","0","0","1","1","1","1","0","0","1","0","0","1"
"393","741600","0","0","0","1","1","0","1","0","0","0","0","0","0"
"394","719138","0","0","1","0","1","0","1","0","0","0","0","0","0"
"395","1359734","0","0","0","1","1","0","0","0","0","0","0","0","0"
"396","957174","0","0","0","1","1","0","1","0","1","0","0","0","0"
"397","867278","0","0","0","0","1","1","0","0","0","0","0","0","0"
"398","378573","0","0","0","1","1","1","1","0","1","0","0","0","0"
"399","712160","0","0","1","1","0","1","1","0","0","0","0","0","0"
"400","715158","0","0","0","1","1","0","1","0","0","1","0","0","0"
"401","384073","0","0","0","0","1","1","1","0","0","1","0","0","0"
"402","714873","0","0","0","1","1","1","0","0","1","0","0","1","0"
"403","714161","0","0","0","0","1","0","0","0","0","0","0","0","0"
"404","42817","0","0","1","0","1","0","1","0","0","0","0","0","0"
"405","758564","0","0","0","0","1","1","0","0","1","0","0","0","0"
"406","40752","0","0","0","0","1","0","1","0","0","1","0","0","0"
"407","865966","1","0","0","1","1","0","0","0","0","0","0","0","0"
"408","709179","0","0","1","0","0","0","0","0","0","0","0","0","0"
"409","719103","0","0","0","0","1","0","1","0","0","0","0","0","0"
"410","380905","0","0","0","0","1","0","1","0","0","0","0","1","0"
"411","40748","0","0","0","1","0","1","0","0","0","0","0","0","0"
