id,property_id,Toiletries,Bedside Lamp,Luggage Rack,Air Conditioning,Television,Internet / Broadband,Telephone,Refrigerator,Free Wi-Fi,Mini Bar,Room Heater,Writing Desk / Study Table,Wake-Up Call Service
"982","385893","0","0","1","1","1","0","0","0","1","0","0","0","0"
"983","386414","0","0","0","1","1","1","1","0","0","1","0","1","0"
"984","718578","0","0","0","1","0","0","0","0","1","0","0","0","0"
"985","263831","0","0","0","1","1","0","1","0","0","1","0","1","0"
"986","1332098","0","0","1","1","1","1","1","0","0","0","0","0","0"
"987","746432","1","0","0","0","1","0","1","0","0","0","0","0","0"
"988","321293","0","0","0","1","1","1","1","0","0","0","0","1","0"
"989","720152","0","0","0","1","0","1","1","0","0","0","0","0","0"
"990","720157","0","0","0","1","1","0","0","0","1","0","0","0","0"
"991","211469","0","0","0","1","1","1","1","0","0","0","0","0","0"
"992","46865","0","0","0","0","1","0","1","0","0","0","0","0","0"
"993","714889","0","0","0","1","1","0","0","0","0","0","0","0","0"
"994","720398","0","0","1","0","1","1","1","0","0","0","1","0","0"
"995","333045","0","0","0","1","1","0","1","0","0","0","0","1","0"
"996","320518","0","0","0","1","1","0","1","1","0","0","0","0","0"
"997","722809","0","0","0","1","0","0","0","0","0","0","0","0","0"
"998","375378","0","0","0","0","0","0","0","0","0","0","0","1","0"
"999","40811","1","1","1","1","0","0","0","0","1","0","0","0","0"
"1000","729492","0","0","1","0","1","1","0","0","0","0","0","0","0"
"1001","746622","0","0","0","1","1","0","0","0","1","1","0","0","0"
"1002","740210","0","0","1","0","1","1","1","0","0","0","0","0","0"
"1003","957094","0","0","0","1","1","0","1","0","1","0","0","0","0"
"1004","308500","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1005","388299","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1006","718960","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1007","40777","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1008","716979","1","0","0","1","1","1","0","0","0","0","0","0","0"
"1009","956864","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1010","1332648","1","1","1","0","1","0","0","0","0","0","0","0","0"
"1011","327801","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1012","722619","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1013","1328034","1","1","0","0","1","0","0","0","1","0","0","1","1"
"1014","390028","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1015","380664","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1016","171373","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1017","309140","0","0","0","0","0","0","1","1","0","0","0","0","0"
"1018","745366","0","0","0","0","1","0","0","0","0","0","0","1","0"
"1019","40755","1","0","1","1","0","0","0","1","0","0","0","0","0"
"1020","716980","1","0","0","1","1","1","0","0","0","0","0","0","0"
"1021","332334","0","0","0","1","1","1","1","0","0","1","1","1","0"
"1022","320879","0","0","1","1","0","0","0","0","0","0","0","0","0"
"1023","254284","0","1","1","0","1","0","0","1","0","0","0","0","0"
"1024","40782","0","0","1","0","1","1","0","0","0","0","0","0","0"
"1025","743990","1","0","0","1","1","1","1","0","0","0","0","0","0"
"1026","389507","0","0","0","1","1","1","1","0","1","0","0","1","0"
"1027","388789","0","0","1","1","0","1","0","0","1","0","0","0","0"
"1028","1358180","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1029","354868","0","0","1","1","0","0","0","0","0","0","0","0","0"
"1030","1331644","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1031","956856","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1032","332674","0","0","0","1","1","1","1","0","1","1","0","1","0"
"1033","958518","0","0","0","1","1","1","1","0","1","0","0","0","0"
"1034","1342900","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1035","707476","0","0","1","0","1","0","0","0","0","0","0","0","0"
"1036","708526","1","0","0","0","0","0","1","0","0","0","0","0","0"
"1037","739592","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1038","1358182","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1039","1329754","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1040","123139","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1041","315381","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1042","742906","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1043","724281","0","0","0","0","1","0","0","0","0","0","0","1","0"
"1044","42815","0","0","0","0","1","1","1","0","0","0","0","0","0"
"1045","746008","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1046","1359086","1","0","0","0","0","0","0","1","1","0","0","0","0"
"1047","955832","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1048","1343876","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1049","719613","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1050","42181","0","0","1","1","0","0","1","0","0","1","0","0","0"
"1051","714022","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1052","715960","1","0","0","1","1","1","1","0","0","0","0","0","0"
"1053","730171","0","0","1","0","0","1","1","0","0","0","0","0","0"
"1054","1347086","0","0","0","1","1","0","0","0","0","0","0","1","1"
"1055","317578","0","0","1","0","0","0","0","0","1","0","0","1","0"
"1056","160123","0","0","0","0","1","0","1","0","0","1","0","1","1"
"1057","354259","1","1","0","0","0","0","0","1","1","0","0","0","0"
"1058","42809","0","0","1","0","0","0","1","0","0","0","0","1","0"
"1059","378167","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1060","160144","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1061","722881","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1062","1332642","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1063","714954","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1064","384534","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1065","40810","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1066","841836","0","0","0","1","1","0","0","0","1","0","0","0","0"
"1067","380276","0","0","0","1","1","1","1","0","1","0","0","1","0"
"1068","317579","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1069","40807","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1070","729839","1","0","1","1","1","0","0","0","0","0","0","0","0"
"1071","934726","0","0","0","1","1","0","0","0","0","0","0","1","0"
"1072","744362","0","0","1","1","1","1","0","0","1","0","0","0","0"
"1073","332574","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1074","52702","0","0","1","0","0","0","1","0","0","0","0","0","0"
"1075","711389","0","0","0","1","1","0","1","0","0","1","0","1","0"
"1076","1342836","0","0","0","1","1","1","0","0","1","0","0","0","0"
"1077","384655","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1078","1330350","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1079","714021","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1080","160073","0","0","1","1","1","1","1","0","0","1","0","0","0"
"1081","1323786","0","0","0","1","1","0","1","0","0","1","0","1","0"
"1082","1325110","0","0","0","0","1","0","1","0","0","0","0","1","0"
"1083","423448","0","0","1","0","0","0","0","0","0","0","0","1","0"
"1084","42786","0","0","1","1","1","1","1","0","0","1","0","0","1"
"1085","738620","1","0","1","0","0","0","0","0","0","0","0","0","0"
"1086","708827","0","0","1","0","0","0","1","0","0","0","0","0","0"
"1087","1358592","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1088","709802","0","0","1","0","1","1","1","0","0","0","1","0","0"
"1089","725598","0","0","0","1","1","1","1","0","0","1","0","1","1"
"1090","375176","0","0","0","0","1","0","1","0","0","0","0","1","0"
"1091","1341880","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1092","743580","0","0","0","1","1","1","0","0","0","0","0","1","0"
"1093","41736","0","0","1","1","1","1","1","0","0","1","0","0","1"
"1094","718864","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1095","735202","0","0","0","1","1","0","1","0","0","1","0","0","0"
"1096","731703","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1097","740450","0","0","1","0","1","0","0","0","0","0","0","0","0"
"1098","955370","1","0","0","1","1","1","0","0","0","0","0","0","0"
"1099","732894","0","0","1","1","1","0","1","0","0","0","1","0","0"
"1100","1349134","0","0","0","0","1","1","1","0","0","0","0","0","0"
"1101","316857","0","0","0","1","1","1","1","0","0","0","0","1","0"
"1102","738462","0","0","0","1","1","0","1","0","0","0","1","1","0"
"1103","726901","0","0","1","1","1","0","1","0","0","0","1","0","0"
"1104","729270","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1105","740332","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1106","1136688","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1107","1327750","1","0","0","0","0","0","0","0","1","0","0","0","0"
"1108","331210","0","0","1","1","1","1","1","0","0","1","0","0","1"
"1109","723202","0","0","0","1","1","0","1","0","0","1","0","0","0"
"1110","331250","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1111","708809","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1112","40874","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1113","721826","0","1","0","1","1","1","1","0","0","1","0","0","0"
"1114","722179","1","0","1","0","1","0","0","0","0","0","0","0","0"
"1115","870824","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1116","726040","0","0","0","1","1","1","1","0","0","1","1","1","0"
"1117","735162","0","0","1","1","1","0","1","0","0","1","0","0","0"
"1118","45176","0","0","1","0","1","1","1","0","0","0","0","0","0"
"1119","1358596","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1120","41075","0","0","1","0","1","1","1","0","0","0","0","0","0"
"1121","725115","1","0","1","1","1","0","0","0","1","0","0","0","0"
"1122","1360328","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1123","718459","0","0","0","1","1","1","0","0","0","0","0","1","0"
"1124","738216","1","0","1","1","1","0","0","0","1","0","0","0","0"
"1125","355081","0","0","0","1","1","1","1","0","0","1","0","1","1"
"1126","1332058","0","0","0","1","0","0","1","0","1","0","0","0","0"
"1127","160104","0","0","0","1","1","0","1","0","1","0","0","1","0"
"1128","715420","1","1","0","1","0","0","0","0","0","0","0","1","0"
"1129","1326308","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1130","721383","1","0","1","0","0","0","1","0","0","0","0","0","0"
"1131","744200","0","0","1","1","1","1","1","0","1","0","0","0","0"
"1132","712234","0","0","0","0","1","1","0","0","0","0","0","0","0"
"1133","707356","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1134","744182","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1135","958920","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1136","868320","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1137","710931","0","0","1","0","1","0","0","0","0","0","0","0","0"
"1138","380296","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1139","740368","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1140","377115","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1141","319558","0","0","0","1","0","0","0","0","0","0","0","1","0"
"1142","1325394","0","0","0","1","1","1","1","0","0","0","0","1","0"
"1143","715623","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1144","45180","0","0","0","1","1","1","1","1","0","1","0","0","0"
"1145","865736","0","0","0","0","1","0","1","0","0","1","0","0","0"
"1146","745776","1","0","0","1","1","0","1","0","0","0","0","0","0"
"1147","735166","1","0","0","0","0","1","1","0","0","0","0","0","0"
"1148","1332138","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1149","707667","0","0","0","1","0","0","0","0","0","0","0","1","0"
"1150","1328542","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1151","743544","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1152","726876","0","0","1","1","1","0","1","0","0","0","1","0","0"
"1153","80841","0","0","0","1","1","0","1","0","0","1","0","1","0"
"1154","956064","1","0","0","1","1","0","0","0","0","0","0","1","0"
"1155","722821","1","0","1","0","1","0","0","0","0","0","0","1","0"
"1156","1358886","0","0","1","0","1","0","0","0","0","0","0","1","0"
"1157","957560","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1158","720038","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1159","720421","0","0","1","0","1","1","1","0","1","0","0","0","0"
"1160","333520","0","0","0","1","1","0","1","0","0","1","0","1","0"
"1161","1331294","0","0","0","1","1","0","0","0","1","0","0","0","0"
"1162","1345400","0","0","0","1","1","0","0","0","0","0","1","1","1"
"1163","740336","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1164","707629","0","0","0","1","1","0","0","0","0","0","0","1","1"
"1165","1325910","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1166","1358474","1","0","0","1","1","1","1","0","0","1","0","0","0"
"1167","375089","0","0","0","1","0","1","1","0","1","0","0","1","0"
"1168","718868","0","0","0","1","1","1","1","0","0","0","0","1","0"
"1169","40847","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1170","1327914","0","0","0","1","1","0","0","0","1","0","0","0","0"
"1171","726751","0","0","1","1","1","1","1","0","1","0","0","0","0"
"1172","387524","0","0","0","0","1","0","0","0","0","0","0","1","0"
"1173","715684","1","0","0","1","1","1","1","0","0","0","0","0","0"
"1174","171287","0","0","0","1","1","1","1","0","0","0","0","1","1"
"1175","718884","0","0","0","1","1","0","0","0","0","0","0","0","1"
"1176","724952","1","0","0","1","1","0","0","0","1","0","0","0","0"
"1177","725123","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1178","354144","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1179","310000","0","0","0","1","1","0","1","0","0","1","0","1","0"
"1180","423407","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1181","1358216","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1182","331510","0","0","1","0","0","0","0","0","0","1","0","0","0"
"1183","1358882","0","0","0","1","0","0","0","0","0","0","0","1","1"
"1184","957222","1","0","0","1","0","0","0","0","1","0","0","0","0"
"1185","708828","0","0","0","0","1","1","1","0","0","0","0","1","0"
"1186","354244","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1187","1350968","0","0","0","1","0","0","1","0","1","1","0","0","0"
"1188","708770","0","0","0","1","1","0","1","0","0","1","0","0","0"
"1189","957238","0","0","0","1","1","0","1","0","1","0","0","0","0"
"1190","41738","0","0","1","1","0","0","0","0","0","0","0","1","0"
"1191","737926","0","0","1","1","1","1","1","0","0","0","1","0","0"
"1192","1353718","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1193","707413","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1194","1323988","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1195","720324","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1196","1354442","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1197","718938","0","0","0","0","1","0","1","0","0","0","0","1","0"
"1198","736482","1","0","0","1","1","0","0","0","1","0","0","0","0"
"1199","708569","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1200","1342758","0","0","0","1","1","0","0","0","0","0","1","1","1"
"1201","722921","0","0","1","1","0","1","1","0","0","0","0","0","0"
"1202","52784","0","0","0","1","1","0","1","0","0","1","0","0","0"
"1203","707644","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1204","1326292","0","0","0","1","1","0","1","0","0","0","0","0","1"
"1205","1352692","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1206","334541","0","0","1","0","1","0","0","0","0","0","1","0","0"
"1207","753460","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1208","709824","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1209","721161","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1210","717683","0","0","0","1","1","1","1","0","1","0","1","1","0"
"1211","956176","0","0","0","1","1","1","1","0","0","1","0","1","1"
"1212","719881","1","0","0","0","0","0","0","0","1","0","0","0","1"
"1213","40827","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1214","1357202","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1215","955084","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1216","42560","0","0","1","1","1","1","1","0","0","1","0","0","0"
"1217","746184","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1218","870664","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1219","413687","0","0","0","1","1","0","1","0","0","1","0","0","0"
"1220","868302","0","0","0","0","1","1","0","0","0","0","0","0","1"
"1221","779880","0","0","0","1","0","1","1","0","0","1","1","1","0"
"1222","732151","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1223","1357942","0","0","1","1","1","0","1","0","1","0","0","0","0"
"1224","42578","0","0","0","0","1","1","1","0","0","0","0","0","0"
"1225","41723","0","0","0","1","1","0","0","0","1","0","0","0","0"
"1226","1328262","0","0","0","1","1","0","0","0","1","0","0","0","0"
"1227","711981","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1228","731969","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1229","720341","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1230","738422","0","0","1","1","1","1","1","0","0","0","1","0","0"
"1231","319438","0","0","0","1","1","1","1","0","1","1","0","0","0"
"1232","387795","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1233","1331452","0","0","0","1","1","0","1","0","0","0","0","0","1"
"1234","710123","0","0","1","0","1","0","1","0","0","0","1","0","0"
"1235","867538","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1236","204960","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1237","1132516","0","0","0","1","1","0","1","0","0","0","1","0","0"
"1238","720572","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1239","211960","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1240","310640","0","0","0","1","1","0","1","0","0","1","0","0","0"
"1241","738412","0","0","1","1","1","0","1","0","0","0","1","0","0"
"1242","740330","0","0","0","1","1","1","0","0","0","0","0","0","0"
"1243","753560","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1244","40797","1","0","0","1","1","1","1","0","0","1","0","0","0"
"1245","1345820","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1246","383876","0","0","0","0","1","0","1","0","0","0","0","1","0"
"1247","957134","0","0","0","1","1","0","1","0","1","0","0","0","0"
"1248","1331666","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1249","1328174","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1250","40788","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1251","866632","0","0","1","0","1","1","1","0","0","0","0","0","0"
"1252","955768","1","0","1","1","1","0","0","0","0","0","0","0","0"
"1253","159830","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1254","387506","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1255","726365","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1256","714146","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1257","378291","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1258","740742","0","0","1","0","1","0","0","0","0","0","0","0","0"
"1259","726737","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1260","714558","0","0","1","0","1","1","1","0","1","0","0","0","0"
"1261","319591","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1262","876840","0","0","0","1","1","0","0","0","0","1","0","1","0"
"1263","725647","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1264","738414","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1265","385993","0","1","0","1","1","0","0","0","0","0","0","0","0"
"1266","720114","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1267","866162","0","0","0","1","1","1","1","0","0","1","0","1","1"
"1268","1325272","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1269","870856","0","0","0","0","1","0","0","0","0","0","0","1","0"
"1270","719384","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1271","729851","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1272","737722","0","0","1","0","1","0","1","0","0","0","1","0","0"
"1273","707807","0","0","0","1","1","1","1","0","1","0","0","1","0"
"1274","329259","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1275","741978","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1276","389488","0","0","0","1","1","1","1","0","1","0","0","1","0"
"1277","740122","1","0","0","1","1","1","1","0","0","1","0","0","0"
"1278","709124","0","0","1","1","1","0","1","0","0","1","0","0","0"
"1279","711823","0","0","0","0","1","1","1","0","0","0","0","0","0"
"1280","1360282","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1281","1330462","0","0","0","1","1","0","0","0","1","0","0","1","0"
"1282","379998","0","0","0","0","0","0","1","1","1","0","0","1","0"
"1283","313902","0","0","1","1","1","0","1","0","0","1","0","0","0"
"1284","211063","0","0","0","1","1","0","1","0","0","1","0","1","0"
"1285","1336414","0","0","0","1","1","0","0","0","0","0","0","1","1"
"1286","967888","0","0","0","0","1","0","1","0","1","0","0","0","0"
"1287","171358","0","1","0","0","0","0","0","0","0","0","0","1","0"
"1288","331092","0","0","0","1","0","0","1","0","0","1","0","0","0"
"1289","709222","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1290","709731","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1291","717448","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1292","870846","0","0","0","1","1","0","0","0","0","0","0","0","1"
"1293","722891","0","0","0","1","1","1","1","0","0","1","0","0","1"
"1294","1356516","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1295","334482","0","0","1","0","0","0","1","0","0","0","0","0","0"
"1296","327698","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1297","1329522","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1298","1329910","0","0","0","1","1","0","0","0","0","0","0","1","0"
"1299","1325548","0","0","0","1","1","1","0","0","0","0","0","0","1"
"1300","387818","0","0","1","1","1","1","1","0","0","0","0","0","0"
"1301","717326","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1302","383877","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1303","876874","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1304","709761","1","0","0","0","1","1","1","0","0","0","1","0","0"
"1305","710941","0","0","1","1","1","0","1","0","1","1","0","0","0"
"1306","957120","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1307","1331050","0","0","0","1","1","0","1","0","1","0","0","0","0"
"1308","334219","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1309","387475","1","0","0","0","0","0","0","0","1","0","0","0","0"
"1310","720325","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1311","726475","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1312","377625","1","0","0","1","1","0","1","0","0","0","0","1","0"
"1313","709888","0","0","1","1","1","1","1","0","1","1","0","0","0"
"1314","720101","0","0","1","1","1","0","1","0","1","0","0","1","0"
"1315","1351272","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1316","717667","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1317","1329438","1","0","0","0","1","1","1","0","0","0","0","0","0"
"1318","742254","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1319","1345630","0","0","0","1","1","0","0","0","0","0","1","1","1"
"1320","160162","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1321","709740","1","0","1","0","1","0","1","0","0","0","0","0","0"
"1322","42564","0","0","1","1","1","1","1","0","0","1","0","0","0"
"1323","729477","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1324","1324966","0","0","0","1","1","0","0","0","0","0","1","1","1"
"1325","720337","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1326","1336566","1","0","0","0","0","0","0","1","0","0","0","1","1"
"1327","726779","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1328","1136746","0","0","0","0","1","0","0","0","0","0","0","1","0"
"1329","744440","0","0","1","0","1","0","0","0","0","0","0","0","0"
"1330","1341644","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1331","712163","0","0","1","1","0","0","1","0","0","0","0","0","0"
"1332","723887","0","0","1","1","1","1","1","0","0","0","0","0","0"
"1333","1337310","0","0","0","1","1","0","1","0","0","0","1","1","1"
"1334","870736","0","0","0","1","0","0","0","0","0","0","0","0","1"
"1335","387121","0","0","0","0","0","0","1","0","0","0","0","1","0"
"1336","1326714","1","0","0","0","1","1","1","0","0","1","0","0","0"
"1337","760732","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1338","870712","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1339","708082","0","0","0","1","1","1","1","0","1","0","1","0","0"
"1340","380373","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1341","329898","1","1","1","1","0","0","0","0","0","0","0","0","0"
"1342","1329392","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1343","160515","0","0","0","1","1","1","1","0","0","1","0","1","1"
"1344","717669","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1345","711865","1","0","0","1","1","1","1","0","0","0","0","1","0"
"1346","383875","0","0","1","1","1","0","0","0","0","0","0","0","0"
"1347","718452","0","0","0","1","0","0","1","0","0","0","0","1","0"
"1348","709250","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1349","726674","0","0","1","1","1","1","1","0","1","1","1","0","0"
"1350","1324178","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1351","375069","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1352","715290","0","0","1","1","1","0","1","0","0","0","0","0","0"
"1353","718124","0","0","0","0","1","1","1","0","0","0","0","1","0"
"1354","382529","0","0","0","0","1","0","1","0","0","0","1","1","0"
"1355","375005","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1356","1324726","0","0","1","1","1","1","1","0","1","0","0","0","0"
"1357","42358","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1358","712035","0","0","1","0","1","0","1","0","1","0","0","0","0"
"1359","744164","0","0","1","1","1","1","0","0","0","0","0","0","0"
"1360","955604","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1361","1343858","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1362","717717","0","0","0","1","1","0","1","0","0","0","0","0","0"
"1363","1136866","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1364","707410","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1365","737214","0","0","0","1","1","1","1","0","0","1","0","0","0"
"1366","388218","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1367","42579","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1368","724267","0","0","1","0","1","0","1","0","0","0","0","0","0"
"1369","725243","1","0","0","1","1","0","0","0","0","0","0","0","0"
"1370","1329772","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1371","387537","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1372","711749","0","0","0","1","1","1","1","0","0","0","0","0","0"
"1373","375534","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1374","380266","0","0","1","0","0","0","1","0","0","0","0","1","0"
"1375","387756","0","0","0","1","1","0","1","0","0","0","0","1","0"
"1376","741664","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1377","1358604","1","0","1","1","0","1","0","0","0","0","0","0","0"
"1378","739650","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1379","739364","0","0","0","1","1","1","1","0","1","0","0","0","0"
"1380","707357","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1381","1342776","0","0","0","1","1","0","0","0","0","0","1","1","0"
"1382","718726","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1383","40843","0","0","0","1","1","1","1","0","0","1","0","1","0"
"1384","709863","0","0","1","1","1","0","1","0","0","0","0","0","1"
"1385","716338","0","0","0","0","0","1","0","0","1","0","0","1","0"
"1386","870024","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1387","307200","0","0","0","1","1","1","1","0","1","0","0","1","0"
